"标题","标题链接","brief","keywords","发布时间","新闻类别","采集时的时间"
"去年检察机关起诉涉网络犯罪人数同比上升近五成","https://news.cctv.com/2021/04/08/ARTIE7ecEHbNsaGcWWMcUk8T210408.shtml","记者今天从最高人民检察院获悉，2020年，全国检察机关起诉涉嫌网络犯罪（含利用网络和利用电信实施的犯罪及其上下游关联犯罪）14.2万人，同比上升47.9%，有力维护了网络秩序。","网络犯罪,检察机关,网络赌博","2021-04-08","法治","2021-04-24 17:05:14"
"男子喊“飞机上有炸弹”致航班返航 国航：已移交警方","https://news.cctv.com/2021/04/08/ARTIAy6FS8DiHSidPIRqMPvr210408.shtml","据中国国际航空官方微博消息，4月7日，CA8228航班(厦门-武汉)起飞后遇非法干扰。机组按应急程序进行处置，飞机返航厦门机场并安全落地，涉事旅客移交当地警方处理。航班再次进行安全检查后正常执行。","航班,炸弹,国航","2021-04-08","法治","2021-04-24 17:05:14"
"因拒绝“打招呼”被同乡杀害 湖南高院女法官被害案将开庭","https://news.cctv.com/2021/04/08/ARTIGP1rBejTMQtJohdk7SBs210408.shtml","1月12日，湖南高院审判监督第一庭原副庭长周春梅在小区地下车库被刺死。凶手是她的同乡和校友向慧。4月8日，澎湃新闻从向慧家属处获悉，向慧故意杀人一案将于4月9日上午在长沙中院开庭审理。","周某某,高院,开庭审理","2021-04-08","法治","2021-04-24 17:05:14"
"获取公民个人信息后“精准出手”？去年起诉涉嫌网络犯罪14.2万人","https://news.cctv.com/2021/04/08/ARTI6gvmjLIBjnj6tehxE77H210408.shtml","据最高检4月7日消息，2020年，全国检察机关起诉涉嫌网络犯罪（含利用网络和利用电信实施的犯罪及其上下游关联犯罪）14.2万人，同比上升47.9%，有力维护了网络秩序。","网络犯罪,网络赌博,网络诈骗","2021-04-08","法治","2021-04-24 17:05:14"
"最高检：2020年检察机关起诉涉嫌网络犯罪人数上升近五成","https://news.cctv.com/2021/04/07/ARTI1XKoS20RgJT5OGDLO9A1210407.shtml","2020年，全国检察机关起诉涉嫌网络犯罪（含利用网络和利用电信实施的犯罪及其上下游关联犯罪）14.2万人，同比上升47.9%，有力维护了网络秩序。","最高检,网络犯罪","2021-04-07","法治","2021-04-24 17:05:14"
"湖南轨道交通控股集团有限公司党委书记、董事长王武亮接受纪律审查和监察调查","https://news.cctv.com/2021/04/07/ARTI72wLx31s0uBJ3rp1VP7V210407.shtml","湖南轨道交通控股集团有限公司党委书记、董事长王武亮涉嫌严重违纪违法，目前正接受湖南省纪委监委纪律审查和监察调查。","湖南,轨道交通","2021-04-07","法治","2021-04-24 17:05:14"
"反中乱港分子黎智英等3人认罪 涉嫌参与未经批准集结案","https://news.cctv.com/2021/04/07/ARTIijnx92n1DCY9ep8nYMQ7210407.shtml","7日，香港湾仔区域法院开庭审，反中乱港分子黎智英、杨森和李卓人在法庭上表示认罪。2019年8月31日，他们3人涉嫌参与未经批准集结案。","黎智英,庭审,法院","2021-04-07","法治","2021-04-24 17:05:14"
"疯狂敛财4300余万元 山东一盘踞10多年的涉黑组织覆灭","https://news.cctv.com/2021/04/07/ARTIgxYYWp95xCccdMHaGQ46210407.shtml","一个长期盘踞在山东东营西城地段，通过强揽工程、强迫交易、暴力讨债、敲诈勒索等手段非法获利的涉黑组织，2020年11月29日，经山东省东营市垦利区检察院提起公诉，法院对耿某港等20人涉黑案公开宣判，以组织、领导黑社会性质组织罪，寻...","耿某港,组织成员,涉黑","2021-04-07","法治","2021-04-24 17:05:14"
"炒鞋价格暴涨31倍 谨防背后风险","https://news.cctv.com/2021/04/07/ARTIU3AOL9IpkxPLDmUxfmi2210407.shtml","日前，在一些专门的网络电商平台上，出现高价兜售球鞋的“炒鞋热”。","炒鞋,球鞋,价格违法行为","2021-04-07","法治","2021-04-24 17:05:14"
"“南大碎尸案”被害人家属起诉学校进展：家属决定撤诉","https://news.cctv.com/2021/04/06/ARTIuO21rSRxoWjEiIHtIPN4210406.shtml","4月6日，“南大碎尸案“被害人刁爱青的姐姐发文称，“出于种种原因，我们决定撤诉。”文中称，作为南大碎尸案受害者的家属，至今仍未等到南京大学的任何回应。","撤诉,南大,刁爱青","2021-04-06","法治","2021-04-24 17:05:14"
"起底云南“乔氏家族”：原副检察长认“黑社会”头目为干爹","https://news.cctv.com/2021/04/06/ARTI9qglYDe6U9Zk4H96cqxz210406.shtml","在全国扫黑除恶专项斗争的强大攻势下，盘踞云南保山30余年、横行作恶、称霸一方的“乔氏家族”黑社会性质组织及其“保护伞”被一举摧毁，彻底覆灭。","乔氏家族,黑社会,乔永仁","2021-04-06","法治","2021-04-24 17:05:14"
"发展两极分化 让民宿在法治轨道上健康发展","https://news.cctv.com/2021/04/06/ARTI6Km6IOF2IphAvTqbbTkE210406.shtml","今年的清明小长假，很多人放弃跟团游，而是选择了自由行，由此也可以发现旅游市场的一个新变化，越来越多的人放弃传统酒店选择特色民宿。","民法典,民宿,法治轨道","2021-04-06","法治","2021-04-24 17:05:14"
"各地铁路公安机关缅怀英烈传承精神续写荣光","https://news.cctv.com/2021/04/05/ARTI6UYfvqHREtJf9f0U8C8A210405.shtml","棵棵青松翠柏，挺拔不屈伴英烈。朵朵鲜花吐蕊，淡雅芳香寄哀思。","铁路,公安机关,英烈","2021-04-05","法治","2021-04-24 17:05:14"
"英烈名誉不容侵犯 有关英烈保护法你应该知道这些","https://news.cctv.com/2021/04/05/ARTI42w1tIiYFYw3GZY1bQ16210405.shtml","又是一年清明节，我们一同缅怀先烈，学习英烈保护法，以法律之盾守护英烈精神，以正义之名捍卫民族荣光。","英烈保护法","2021-04-05","法治","2021-04-24 17:05:14"
"清明节假期北京各大火车站查获违禁物品4258件","https://news.cctv.com/2021/04/05/ARTIuGvcLrGGSYIBjvfMIgHN210405.shtml","今天是清明节假期最后一天，据北京铁路警方统计，截止到4月5日16时，北京各大火车站共查获各类违禁物品4043起、4258件。期间，还破获治安案件6起，抓获嫌疑人6名，其中4人被行政拘留。","清明节,假期,火车站","2021-04-05","法治","2021-04-24 17:05:14"
"官方回应贵州活人墓交易 已成立工作组开展排查工作","https://news.cctv.com/2021/04/05/ARTINpLX82o67jAfvP0P0a2H210405.shtml","针对报道中提到的“活人墓”“豪华墓”墓碑碑石加工销售、棺木加工销售、私卖私买墓地等情况，六盘水市六枝特区于4月4日下午成立5个工作组，立即开展排查工作。","活人墓,排查,贵州","2021-04-05","法治","2021-04-24 17:05:14"
"今年3月全国受理网络违法和不良信息举报1080.4万件","https://news.cctv.com/2021/04/05/ARTI2SRQs5fQg02jT8eJuTI8210405.shtml","记者从中央网信办（国家互联网信息办公室）违法和不良信息举报中心获悉，今年3月，全国各级网络举报部门受理举报1080.4万件，环比增长9.7%、同比下降27.1%。","信息举报,网络空间,互联网信息","2021-04-05","法治","2021-04-24 17:05:14"
"安徽警方破获特大网络传销案 涉案金额逾2亿元","https://news.cctv.com/2021/04/05/ARTIpWRk3K5qPxAN2fcXER1x210405.shtml","以提供虚拟数字货币增值服务为幌子，在全国各地吸引会员并发展下线。记者日前从安徽省安庆市公安局了解到，当地警方打掉一个特大网络传销犯罪团伙，该团伙在全国发展会员近2000人，涉案金额超过2亿元。","网络传销,涉案金额,警方破获","2021-04-05","法治","2021-04-24 17:05:14"
"起底“网络名医”背后：话务员按“话术”模板问诊","https://news.cctv.com/2021/04/05/ARTIMQule3dW76950rZdlOoM210405.shtml","相比电视广告，近年流行起来的私域营销成为假医生和假专家的“沃土”。北京青年报记者据中国裁判文书网梳理发现，2019年以来，国内法院终审宣判的在微信端冒充医学专家卖假药、销售“医疗服务”且被定性为诈骗罪的案件共22件，其中涉及“假...","微信,话术,气血亏虚","2021-04-05","法治","2021-04-24 17:05:14"
"加强监管，让求职者信息不再“裸奔”","https://news.cctv.com/2021/04/05/ARTI05H35ypTNJJIM3ta0drf210405.shtml","3月20日，一则“求职简历被招聘者发布到微信朋友圈”的消息引发舆论关注。","求职者,个人信息,监管","2021-04-05","法治","2021-04-24 17:05:14"
"清明假期北京铁警积极为旅客排忧解难护航平安","https://news.cctv.com/2021/04/04/ARTI417UyvcdeH5mfshmw97M210404.shtml","为确保清明假期广大旅客平安出行，北京铁路警方自4月1日起，在北京各大火车站增派警力维护站区秩序，立足岗位为广大旅客排忧解难，截止4月3日，警方共帮助旅客找回遗失行李物品11起，价值近9万元。","清明假期,北京铁警","2021-04-04","法治","2021-04-24 17:05:14"
"粗心旅客遗失万元财物 多亏了这位铁警……","https://news.cctv.com/2021/04/04/ARTIJXnmRITplcHhQqTqVlFH210404.shtml","2021年清明假期期间，铁路客流大幅上升，北京铁路警方在做好常态化疫情防控的同时，密切与车站客运部门配合，加强车站和列车巡查，严格督导安检查危，严厉打击“盗抢骗”等违法活动，并积极开展为民服务，确保旅客平安出行。","清明节,高铁站,民警","2021-04-04","法治","2021-04-24 17:05:14"
"小小“邮票”竟是毒品 四川海关查获两起走私新型毒品入境案","https://news.cctv.com/2021/04/04/ARTIaGH4dPCYPKTZJYjTDI8o210404.shtml","近日，四川成都海关连续查获两起利用国际邮包走私新型毒品LSD致幻剂（俗称“邮票”）入境案，查获毒品LSD致幻剂共计105张，净重2.2克。","致幻剂,查获,邮票","2021-04-04","法治","2021-04-24 17:05:14"
"天津市高院回应男子打死女记者获刑15年：将对案件进行审查","https://news.cctv.com/2021/04/04/ARTIh8OqKfiqsjc950zdCzMZ210404.shtml","近日，有媒体报道称“天津女记者被男同事殴打致死行凶者仅获刑15年，家属质疑”。引发舆论和社会公众高度关注。","故意伤害,崔某,案件","2021-04-04","法治","2021-04-24 17:05:14"
"花季女孩离家出走 天津铁警热心助其团圆","https://news.cctv.com/2021/04/04/ARTIScCX2OV2FfQUHIDkYuyU210404.shtml","2021年4月3日，天津铁路公安处天津站派出所值勤一大队民警帮助一名16岁未成年少女离家出走与家人团聚。","离家出走,热心,团圆","2021-04-04","法治","2021-04-24 17:05:14"
"摩托反复别停轿车司机相互辱骂 北京警方：均已处罚","https://news.cctv.com/2021/04/04/ARTIO4DXqJQL6xbRS2KxxGMC210404.shtml","据北京市公安局昌平分局官方微博消息，针对网传“回龙观摩托车反复别停轿车，司机相互辱骂”的情况，昌平警方迅速介入，依法开展调查取证工作。警方根据治安违法事实，对摩托车驾驶员李某作出行政拘留5日的处罚。","摩托,轿车司机,辱骂","2021-04-04","法治","2021-04-24 17:05:14"
"旅客粗心遗失笔记本电脑 铁警热心帮找回","https://news.cctv.com/2021/04/04/ARTI2oGJ79DYXOIZY3QcYtg0210404.shtml","2021年4月2日晚，旅客王某来到公安值班室对天津铁路公安处天津站派出所值勤二大队民警帮其找回价值5000余元笔记本电脑的善举表示万分感谢。","旅客粗心,遗失,笔记本电脑","2021-04-04","法治","2021-04-24 17:05:14"
"18年前犯下命案居无定所 潜逃多地终落法网","https://news.cctv.com/2021/04/04/ARTIUJxiwZxeAd2s4QjMploL210404.shtml","记者从广西全州警方处了解到，近日，全州公安通过认真梳理、分析研判、科学布控，成功抓获1名在广东犯下命案潜逃18年的逃犯何某军。","命案,嫌疑人,法网","2021-04-04","法治","2021-04-24 17:05:14"
"南宁警方回应“武鸣区发生持枪伤人事件”：信息不实","https://news.cctv.com/2021/04/04/ARTIUtXE7YFGM5tCp6LKuwUf210404.shtml","南宁市公安局武鸣分局官方微博4日发布通报称，有网传视频称，4月3日晚上20时许，武鸣区供水大厦附近发生一起持枪伤人事件，经武鸣分局核查为不实信息。","武鸣,持枪,警方提醒","2021-04-04","法治","2021-04-24 17:05:14"
"医疗美容矛盾纠纷案件频发 谨慎选择理智消费","https://news.cctv.com/2021/04/04/ARTIhYrvSpjgwIjfA0bXCU2X210404.shtml","近日，北京市朝阳区人民法院对外发布医疗美容纠纷案件民事审判白皮书（2016年度-2020年度），同时通报了相关典型案例。","玻尿酸,纠纷案件,诊疗行为","2021-04-04","法治","2021-04-24 17:05:14"
"一键删好友、修改朋友圈……微信外挂软件“海贼王”主犯获刑10年","https://news.cctv.com/2021/04/04/ARTI7x1qptiLYLy6IUUs3wd4210404.shtml","近日，广州市南沙区人民法院公开宣判被告人陈某展等38人提供侵入、非法控制计算机信息系统程序、工具、非法获取计算机信息系统数据、非法控制计算机信息系统、侵犯公民个人信息、掩饰、隐瞒犯罪所得一案。","微信,外挂,海贼王","2021-04-04","法治","2021-04-24 17:05:14"
"苏州昆山市张浦镇综合执法局“721”工作法：执党建之手 绣城市之花","https://news.cctv.com/2021/04/03/ARTIwZn2niqvIQQh1dNHwo8q210403.shtml","凝聚7个先锋突击队，创新实施“721”工作法，有效提升执法效能，真正做到“为群众办实事”。","张浦镇,党建","2021-04-03","法治","2021-04-24 17:05:14"
"北京东城反诈民警：火眼金睛盯紧三台电子屏 耳听八方阻止群众遭劫难","https://news.cctv.com/2021/04/02/ARTIbeMyEfKylJWMu34kyXmA210402.shtml","电信诈骗是为人民群众深恶痛绝的犯罪之一，由于诈骗分子隐身于电话的另一端，不断升级换代诈骗手法，反诈民警不得不“魔高一尺，道高一丈”，利用工作技巧和专心、细心、热心的精神守好群众的“钱袋子”。今天带你们感受一下北京市公安局东城分局...","电信诈骗","2021-04-02","法治","2021-04-24 17:05:14"
"公安机关将保持对侮辱英雄烈士等行为的打击震慑","https://news.cctv.com/2021/04/02/ARTIJUKNcuPZRCHa1qVhriB5210402.shtml","公安部新闻发言人李蓓表示，公安机关依法依规严厉打击诋毁、贬损、侮辱英雄烈士的违法犯罪行为，坚决维护英雄烈士的名誉和荣誉，坚决守护和捍卫英烈尊严。","公安机关,烈士,侮辱","2021-04-02","法治","2021-04-24 17:05:14"
